track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
0sfgF2kM3yrZbkLmAbjSo6,Vale Vale,Alok,56,2llEFasK0tmnuR08L2zlYs,Vale Vale,2019-08-09,Big Room EDM - by Spinnin' Records,7xWdFCrU5Gka6qp1ODrSdK,edm,big room,0.475,0.896,1,-5.696,0,0.0765,0.000332,0.0734,0.429,0.305,133.998,193433,23
43EsFRsE1oBbiVZn9Ewfem,Start Again (feat. Andrea Cormier),Pomo,28,1m20IgKUICY4cmLMBFdtxX,The Other Day,2014-11-14,Groovy // Funky // Neo-Soul,0JmBB9HfrzDiZoPVRdv8ns,r&b,neo soul,0.594,0.791,7,-6.179,0,0.332,0.0251,0.0224,0.0849,0.8,214.516,246355,23
7mpZHc2sy9RAFYImUj2T2B,Riot of Scruitiny,Tetengo,14,5BGVZXR7A5vIvdc713yGRl,One Nigth of Karma,2019-03-27,House Electro 2019,72r6odw0Q3OWTCYMGA7Yiy,edm,electro house,0.345,0.949,10,-6.432,1,0.0824,0.000417,0.912,0.341,0.244,127.017,186524,23
0EHzXpyi1swR8sMpbVHcLJ,Civil War,Guns N' Roses,6,0yMBzueqNjfhtmhz0AthB7,Use Your Illusion II (Explicit Version),1991-01-01,This Is Guns N' Roses,37i9dQZF1DX74DnfGTwugU,rock,album rock,0.336,0.787,10,-8.803,0,0.0732,0.0793,0.0648,0.32,0.383,140.003,462093,23
0Puj4YlTm6xNzDDADXHMI9,Sabotage,Beastie Boys,71,6lfjbwFGzQ6aSNP1N3JlT8,Ill Communication,1994-05-23,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.324,0.938,6,-7.332,0,0.102,0.032,0.0321,0.0961,0.543,168.131,178440,23
5bmS5SJDhaPfT03jMjiv2F,"Short Skirt, Bare Knees",Tyler Boone,34,02fxIfQTLvWNBr0lCLr50c,"Short Skirt, Bare Knees",2017-06-23,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",3Ho3iO0iJykgEQNbjB2sic,rock,classic rock,0.379,0.976,11,-5.856,0,0.156,4.22e-06,0.406,0.267,0.243,176.093,191000,23
7a4QNujYPbAReyFik0zK20,I'm Blue,BIMONTE,36,4Ji1WAwH8ZdrCZQYR13Jq2,I'm Blue,2019-11-22,Bounce United,08QTrfsYYouffgnPjmllAQ,edm,big room,0.604,0.81,10,-6.175,1,0.0915,0.0133,0.0819,0.163,0.064,127.985,185625,23
1BwhFXqoIsePt21WyWIttb,I Wanna Get Better,Bleachers,65,0cnNCK2xpudXjB8pzsrYy9,Strange Desire,2014-07-11,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,pop,indie poptimism,0.446,0.915,9,-6.221,1,0.141,0.00281,3.87e-05,0.218,0.398,190.013,204520,23
2da7wnI5OoV89TsdKMM81k,Knockin' On Heaven's Door - Live In London / 1992,Guns N' Roses,50,3ZwjaVcnVo2TwhK8N8WWVs,Live Era '87-'93,1999-01-01,This Is Guns N' Roses,37i9dQZF1DX74DnfGTwugU,rock,album rock,0.271,0.891,6,-6.011,1,0.0824,0.00188,0.0157,0.996,0.365,147.509,447160,23
7plNxAMx3m8o2et2UEeCFm,Rift Valley,K.E.E.N.E.,29,2A8jbZBKwkCehsiXhGtVJ5,Sounds of Sasaab,2019-11-29,Techno House 2020 👽 Best Collection 👻 Top DJ’s Electronic Music - Deep House - Trance - Tech House - Dance - Electro Pop,3QEYvCsVXZj8KuzE0bDmcI,edm,electro house,0.372,0.924,6,-7.53,0,0.0753,0.000716,0.4,0.132,0.432,186.149,434624,23
2f0aFeBIxAGWtYKSoSIa6k,Honey,Erykah Badu,25,1F86GFT2mHe1vICHUAagpm,Best Of,2010-01-01,Neo-Soul / Soulful R&B,4F3xAxHxeBwXhK6k6GPnrW,r&b,neo soul,0.575,0.822,4,-8.133,0,0.263,0.0454,0.00378,0.0511,0.501,175.995,270053,23
1MQTmpYOZ6fcMQc56Hdo7T,Sleep Now In the Fire,Rage Against The Machine,66,2eia0myWFgoHuttJytCxgX,The Battle Of Los Angeles,1999-11-02,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.426,0.929,2,-6.729,1,0.0701,0.00162,0.105,0.0789,0.539,127.059,205600,23
4rPNlXjFSkaZF1tnjdV04C,"Play - B2A, Anklebreaker & Tungevaag Remix",K-391,48,2k2ek2XNuypU3eZIMcfSGc,"Play (Remixes, Vol. 1)",2019-10-04,Hands Up‏‏​​   ‍,1lSdljPk8zcAdXVMUduDia,edm,progressive electro house,0.299,0.834,6,-7.721,0,0.066,0.00766,0.000141,0.14,0.291,148.702,162787,23
17u0JZTlZgmKeL2cd9DaP4,Deep Child,Solstice Coil,0,18DqOeoU8R1ZkuxOnBkntf,A Prescription for Paper Cuts,2005-01-01,Progressive Rock / Metal - Rock /Metal  Progresivo,7GhTpb4eOp6403Bmgqz3db,rock,album rock,0.422,0.887,11,-6.095,0,0.0652,0.0366,0.154,0.135,0.409,133.64,375453,23
638OrV0KtFGrxvLoAUvxCY,Shotgun Blues,Guns N' Roses,1,5mzoB7ggIOyQIzj5sGl0ZH,Use Your Illusion II,1991-01-01,This Is Guns N' Roses,37i9dQZF1DX74DnfGTwugU,rock,album rock,0.255,0.993,8,-6.759,1,0.199,0.000962,0.741,0.13,0.214,190.507,203000,23
1Ezrl79QX3LqBk9v3qIdCl,Mistakes,Mike Hawkins,41,0PMQBeEZ2vf4GoOdgxgmlZ,Mistakes,2019-02-01,Trap Mojito,37i9dQZF1DX1OIMC8iDi74,rap,trap,0.535,0.794,6,-6.694,0,0.13,0.00261,0.15,0.166,0.48,154.952,174968,23
66PRDvzBHhbcdbc4T4mrZY,Los Malaventurados No Lloran,PXNDX,67,1IPg7NZ0YLxARNx5Qs4936,Amantes Sunt Amentes,2006-10-02,②⓪①⑨ mixed,2bOjjgN1S3Gqd8vSMyafvJ,rock,permanent wave,0.488,0.897,8,-6.503,1,0.114,0.00904,5.91e-05,0.311,0.814,172.054,207787,23
7wOYkGmt7CUOnq0aheyFzY,Destiny,Reggio,33,0QqZAG1Obz74RXC3NyteWL,Destiny,2019-01-25,Big Room 2019,6SrHyxIxWfQx9ISEr6yowk,edm,big room,0.568,0.901,6,-6.122,0,0.397,0.00222,0.0229,0.332,0.248,127.98,164180,23
