track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
2GdxQw8NwoeH8tKySg6nym,Torn,Ava Max,81,6a6Dy4LaFvh43Ed5lomDEd,Torn,2019-08-19,Most Popular 2020 TOP 50,1fqkbjEACMlekdddm5aobE,r&b,urban contemporary,0.664,0.831,2,-4.472,0,0.0435,0.111,1.42e-06,0.0596,0.696,125.058,198006,1
3ghuZcBkziLf0HU8TktqM4,Tired - Steerner & Tobu Remix,Alan Walker,32,2hr7DJuJEsQGRD2C4V17O7,Tired (Remixes),2017-06-23,Hands Up‏‏​​   ‍,1lSdljPk8zcAdXVMUduDia,edm,progressive electro house,0.551,0.795,2,-4.135,1,0.0567,0.0608,0.0,0.119,0.332,127.972,202533,1
4VgYtXCVJ7IbWAZ5ryfvEQ,Muévelo,Nicky Jam,82,6sTdi5hrN3uFhARaqbikjG,Muévelo,2020-01-08,Baila Reggaeton,37i9dQZF1DWY7IeIP1cdjF,latin,reggaeton,0.595,0.807,7,-2.409,1,0.0489,0.416,1.41e-05,0.565,0.919,188.081,194892,1
7tegFBOVAZADytMG3YIR9o,Nobody Knows,Hiroomi Tosaka,39,7llwdzqjvqs5bc1VNuLTH3,Who Are You?,2020-01-08,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.617,0.885,8,-3.989,0,0.0375,0.0169,0.0,0.326,0.768,139.95,221233,1
3vmVl9pPrBthxN5VpfnCev,Corazón Con Candado,Raulin Rodriguez,9,48njdpZV4v6qxdBhgpAOUW,Corazón Con Candado,2017-10-18,Punto Tropical,37i9dQZF1DWZ1FUX6sM67g,latin,tropical,0.769,0.934,0,-1.623,0,0.0282,0.557,5.4e-06,0.179,0.885,130.08,262787,1
60rHc4AkLlP4XVSATvBb6K,I Miss the Misery,Halestorm,59,1d9fNpMEICkIPnJ3r6EG3A,The Strange Case of...,2012-04-03,New Hard Rock,64BvJcehegyvhqQtV82Ddz,rock,hard rock,0.469,0.969,0,-2.219,1,0.0589,0.009,1.11e-05,0.346,0.476,164.042,183507,1
0X6coWomPnfGLXQ6gdi3cI,Lo Que Tenías Conmigo,María José,64,2KjUNxCfZw6xJGxEuEGACb,Lo Que Tenías Conmigo,2019-05-10,Exitos 2020 - Latin Billboard,0k2IDDkcVyIpIgE6d1woDM,latin,latin pop,0.475,0.788,9,-3.124,1,0.0346,0.0517,0.0,0.0829,0.23,147.627,233813,1
4kWO6O1BUXcZmaxitpVUwp,Jackie Chan,Tiësto,79,0vRcQquqBlFvnezWldWfmt,Jackie Chan,2018-05-18,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.747,0.834,3,-2.867,0,0.045,0.374,0.0,0.0586,0.687,128.005,215760,1
0jPU39bL0SrCmYc1RwbFkX,Hero (feat. Christina Perri),Cash Cash,44,1TgJXcoFJ7BN0NiViN7wtx,"Blood, Sweat & 3 Years",2016-06-24,Happy EDM,3d2JFEbvcx7p2CHkBaQeMZ,edm,pop edm,0.47,0.85,1,-2.825,0,0.0363,0.0627,0.0,0.118,0.148,149.876,197840,1
36QG29bbGuJkxNgzY6o9Mu,Love-Hate-Sex-Pain,Godsmack,62,6yOWKkrlpmUWOC5yndULeq,The Oracle (Deluxe Edition),2010-01-01,Hard Rock Workout,3YouF0u7waJnolytf9JCXf,rock,hard rock,0.215,0.911,9,-4.715,1,0.0394,6.07e-05,3.47e-06,0.183,0.47,183.535,315453,1
