track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
5GjisoOfsN8qagrax01T4y,Wanna Be,The Internet,58,27ThgFMUAx3MXLQ297DzWF,Hive Mind,2018-07-20,Neo Soul 2019,44d7ppo4cggZJmzH2WOhAc,r&b,neo soul,0.875,0.41,7,-6.29,0,0.0571,0.0674,0.0374,0.106,0.445,87.999,267400,51
62N2JSA0jHmSH7Va9t7hIf,Habits (Stay High) - Hippie Sabotage Remix,Tove Lo,65,47C7w4o1resDhr7jvYEpxE,Queen Of The Clouds,2014-01-01,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.735,0.686,4,-7.562,0,0.0366,0.00108,0.871,0.0933,0.0656,121.011,258933,51
4Ptzp31UszO8vPqoSKtr8U,Memories,Cat Dealers,52,5UgZ0pTJjmfoIr6jgRtv9r,Memories,2017-07-19,🔊BASSBOOSTED🔊⚡ELECTRO HOUSE⚡🔥EDM CAR MUSIC2018/2019🔥,4GSiiL8tcMgvoV7K1IADb8,edm,electro house,0.841,0.608,10,-5.326,0,0.0402,0.00177,0.0525,0.0382,0.41,123.029,271298,51
050ud0e5cmIYjmXplDugVQ,Ready Set (feat. Big Sean),Kash Doll,73,3p8Vf5t8GAAJ72a6AFCMam,Stacked,2019-10-18,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.849,0.62,4,-5.921,0,0.0589,0.00252,0.000283,0.113,0.481,96.005,165375,51
1zi7xx7UVEFkmKfv06H8x0,One Dance,Drake,83,40GMAhriYJRO1rsY4YdrZb,Views,2016-05-06,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.00188,0.329,0.37,103.967,173987,51
5LUNEABcjkQ7jCSpu3uBPq,Petty,Taz,37,2SHqZ6FpHJg67oBkxuD6jS,Devils Valley III,2019-04-06,Gangsta Rap 💎 Rap Party,0BwUQpqHSlC2YfKwOp2dQV,rap,gangster rap,0.811,0.337,7,-11.11,0,0.0536,0.033,0.00804,0.135,0.157,118.027,158438,51
6AIte2Iej1QKlaofpjCzW1,With Me,dvsn,63,0jLynoED1FbV2Ky7vU6Pjc,SEPT 5TH,2016-03-27,Neo Soul 2019,44d7ppo4cggZJmzH2WOhAc,r&b,neo soul,0.771,0.466,0,-8.651,1,0.0308,0.0314,0.000761,0.31,0.245,110.011,419500,51
39itaaBkLJUasevlkGemMo,Nothing but a Memory,LAIKIPIA,36,6FcxIA8CHDmeT7aTTd9D4W,Nothing but a Memory,2019-12-20,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.801,0.765,2,-5.386,1,0.0359,0.0262,0.0336,0.207,0.338,115.971,219359,51
1LeItUMezKA1HdCHxYICed,Say My Name (feat. Zyra),ODESZA,66,5SXT6dwhHX56Sos7KMcMF5,In Return,2014-09-08,Pop EDM,5EgzhnSirHRvu1AqlFLllv,edm,pop edm,0.749,0.745,6,-7.367,0,0.0479,0.0041,0.395,0.0748,0.347,115.048,262957,51
1s9ygcnJtsMHOT9K0nPJcT,Pieces (Reyer Remix),Reyer,11,2OKgF8iyC1BVXMOFZuZxCa,Pieces (Reyer Remix),2016-11-08,CHRISTIAN ELECTRO / DANCE / EDM,0MhTMIo1bgH6zzPh7BdChT,edm,progressive electro house,0.637,0.725,5,-10.136,1,0.0338,0.0567,1.7e-05,0.109,0.277,100.978,231986,51
07uivRw9i8NFjQbxZQu6g7,ボイスメモ No. 5,CHANMINA,37,1GjMGhXUrUEbxXoKhTh33V,ボイスメモ No. 5,2020-01-17,Girl On Fire,37i9dQZF1DX4F2k37fMTyn,r&b,hip pop,0.736,0.666,8,-4.503,1,0.0417,0.0795,1.89e-05,0.332,0.22,109.958,163040,51
25Gcp7crmmuOxChMgyn1F3,Another Day in Paradise,KALUMA,53,7zh5iTPkB8dRC51Z1wlwVA,Another Day in Paradise,2019-11-22,Tropical House Remixes 🍍 Tropical Remixes & Tropical Covers,3YdAwfgQLMS4AN2WjRfRlb,latin,tropical,0.709,0.777,6,-7.211,0,0.0359,0.00596,1.65e-05,0.324,0.253,109.998,248193,51
5Sf3GyLEAzJXxZ5mbCPXTu,Waves - Robin Schulz Radio Edit,Mr. Probz,76,7l4LGPXk2mB80WgXy4VeuB,Waves (Robin Schulz Radio Edit),2014-02-07,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.829,0.51,5,-9.334,0,0.0369,0.00821,0.0014,0.0829,0.45,119.993,208133,51
1GBr8Nix6GiaXLjtaqnysK,Our Time,Tess Posner,37,4Aynfgf3nY87WPaKB0MfNU,Our Time,2020-01-10,SINULOG Festival 2020,0COM4nZqdXC3sMjVdcaU7V,edm,big room,0.733,0.431,7,-11.395,1,0.0538,0.0747,0.00652,0.0936,0.341,82.002,185854,51
