track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
0pwsArxxOsBcdixah8dWbX,All on Me,Olivia King,47,2CjODxkcxTh9KQILlQxW7w,All on Me,2019-10-25,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,2DjIfVDXGYDgRxw7IJTKVb,edm,pop edm,0.576,0.674,4,-4.837,0,0.12,0.24,0.0,0.203,0.634,149.742,168020,25
2nHYDKaWCLNGYMPF0mNLCr,Bonbon,Era Istrefi,44,7uUXD2hyJv90V9syhXfrX6,Bonbon EP,2016-07-21,Happy EDM,3d2JFEbvcx7p2CHkBaQeMZ,edm,pop edm,0.632,0.681,0,-5.023,0,0.115,0.128,1.53e-05,0.116,0.633,126.477,167000,25
1VYdx50j4dHw3fca2EpNNx,"Si Te Atreves - Canción Original De La Película ""Los Japón""",Juan Magán,50,7KaeMY7vw3MU7qBIVuAM1K,"Si Te Atreves (Canción Original De La Película ""Los Japón"")",2019-05-09,Punto Tropical,37i9dQZF1DWZ1FUX6sM67g,latin,tropical,0.676,0.652,8,-4.364,1,0.11,0.285,0.0,0.107,0.867,179.761,164664,25
46qtEi9qJOXxmY0qel1wpN,Crank That (Soulja Boy),Soulja Boy,7,49tXmS631KKId7U6Pu2tg8,souljaboytellem.com,2007-01-01,HIP&HOP,5DyJsJZOpMJh34WvUrQzMV,rap,southern hip hop,0.732,0.731,0,-2.171,1,0.0924,0.526,0.0,0.0496,0.799,140.211,221933,25
4Da1U4No5kamKMoJ82RGan,Piscininha Amor,Whadi Gama,54,67NIFoOfdbSH0s0lT2iMJC,Piscininha Amor,2019-01-17,Verão 2020 | Pop | Funk | Sertanejo | EDM | Top Hits 2019 - As Mais Tocadas,5HmZtuuIDMtIy21kylqhx6,edm,pop edm,0.8,0.7,3,-3.359,0,0.208,0.264,0.0,0.0938,0.808,159.956,199312,25
3ZJIaADn3QkIVjhK4z2CQ5,yuh (fool),greisun,37,0nyyWlRjtSDzluvz5MOBzI,yuh (fool),2019-11-22,"Latest Hits 2020 - Pop, Hip Hop & RnB",7FqZlaYKkQmVnguJbHuj2a,r&b,hip pop,0.657,0.636,6,-5.444,0,0.0692,0.0983,0.000184,0.109,0.634,149.884,164000,25
29ShXDWDedEwZkYc8Du08N,Imaginate,Rich Music LTD,76,1faqBAWocW4ZOe0OFjudGw,The Academy,2019-10-11,El Ritmo,37i9dQZF1DWVOLXBOylBUZ,latin,reggaeton,0.691,0.751,0,-4.275,1,0.228,0.316,0.0,0.0808,0.672,169.884,225013,25
6m3ZWIXhjoV76syT1j2oE9,Coming Over,Dillon Francis,62,5yscEifoZw3M3abIVCr8ed,This Mixtape is Fire.,2015-08-14,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.631,0.661,5,-5.5,0,0.0999,0.227,1.43e-06,0.166,0.698,174.031,178333,25
58cTTb09onK2xQaftB7IGs,Zipolite,Zilvano,16,60U0IfZ8zVjH6QafcLUFuR,Zipolite,2019-07-19,Paraíso Tropical,2v41efarffe6iY8qpMK5Gj,latin,tropical,0.691,0.657,9,-4.756,1,0.0924,0.322,0.0,0.129,0.966,154.009,217553,25
2kUIOTeKv8ZeT6vh9gh7RF,No Denying,J Hus,70,3E66MWtdbuBftO1WOB0WOT,No Denying,2019-12-27,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.538,0.725,0,-5.446,1,0.29,0.139,0.0,0.356,0.534,140.087,214547,25
4Ilen0VxPEsVRLpnePji8P,"Slow Down - 12"" Version",Bobby V.,67,6tiqcLj9TP3qaxWUbNuPYn,Disturbing Tha Peace Presents Bobby Valentino,2005-01-01,The Sound of Urban Contemporary,07zF8MjQPsiYUXiAIGZ5TA,r&b,urban contemporary,0.568,0.732,11,-4.896,0,0.103,0.179,4.92e-06,0.401,0.626,186.048,258667,25
5qN1G8fSHq4Sv5FRoOkNGu,Por Eso Vine,Paulo Londra,77,0qJkFmVwwNXP6fvSemDZqn,Homerun,2019-05-23,LATIN POP 2020 🔥 Pop latino actual,2kKzN3kRYDzBctlaWs7CP2,latin,latin pop,0.76,0.646,8,-5.048,0,0.433,0.233,0.0,0.0905,0.625,188.009,178534,25
2diowB7koPDAVSm7RITLbx,Promienie Słońca,Young Igi,52,2abahRSLsfBOcod1drwSJK,Promienie Słońca,2019-08-08,Trap strefa,37i9dQZF1DWY3UKS6jvnxr,rap,trap,0.788,0.599,6,-5.082,0,0.123,0.205,0.0,0.0613,0.66,150.023,176014,25
29ShXDWDedEwZkYc8Du08N,Imaginate,Rich Music LTD,76,1faqBAWocW4ZOe0OFjudGw,The Academy,2019-10-11,Trap 2020 🔥,37DFLy7lqF3qiR99Ss2ZGR,rap,trap,0.691,0.751,0,-4.275,1,0.228,0.316,0.0,0.0808,0.672,169.884,225013,25
6k2900NjJeVqZM55G3Danu,Bum Bum Tam Tam,MC Fioti,71,1E6aIrYOcysBusmGfm2Pcm,Bum Bum Tam Tam,2017-12-15,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.898,0.699,1,-3.781,1,0.112,0.336,8.61e-06,0.232,0.64,131.99,213989,25
35J94eVz8fbCtIXvKZIhez,Clicc Clacc,NLE Choppa,55,3NfNZB1fjbfFm3vMdCrc0b,Cottonwood,2019-12-20,Pop Hits 2000-2019,6mtYuOxzl58vSGnEDtZ9uB,edm,pop edm,0.813,0.682,10,-5.15,0,0.493,0.708,0.0,0.127,0.599,135.093,113674,25
1b7T8NkRNgkUwrNcGSQI38,Hace un Mes,Myke Towers,59,7KN29EcnY1CZ2tkmCf4o5k,Hace un Mes,2019-10-01,Trap 2020 🔥,37DFLy7lqF3qiR99Ss2ZGR,rap,trap,0.832,0.551,10,-5.514,0,0.395,0.39,2.63e-06,0.0933,0.632,159.975,168200,25
69ZZXDvtaftXr1vQULoYqB,Screwed Up,Ludacris,34,3hJHXxX04PNuGFIxdEHGzg,Chicken - N - Beer,2003-01-01,90s-2000s Southern Hip Hop / Crunk,5wsWBmQgDtKa8CEg7wTEMi,rap,southern hip hop,0.774,0.732,4,-5.131,1,0.284,0.361,0.0,0.522,0.807,131.979,292893,25
29ShXDWDedEwZkYc8Du08N,Imaginate,Rich Music LTD,76,1faqBAWocW4ZOe0OFjudGw,The Academy,2019-10-11,Urbano: Latino Vibes,0VsVywryrqLhHmsVFVcOAg,latin,latin hip hop,0.691,0.751,0,-4.275,1,0.228,0.316,0.0,0.0808,0.672,169.884,225013,25
1NkNSncDRaf3VSlNjQHTa8,Lento,Nio Garcia,47,59XhfJannwOnvRXiVevvno,Lento,2019-11-15,Flow Selecto,37i9dQZF1DX4OjfOteYnH8,latin,reggaeton,0.8,0.556,8,-3.818,0,0.29,0.172,2.28e-05,0.112,0.81,188.044,214475,25
0cV0wQ9XgmP8pdRbF3lj2v,Outcast,Ontayd'artist,26,63GZWwgWD6twr6nHEJpSql,Outcast,2019-11-17,F**KIN PERFECT,3CzQZEf6jmEjDmBIVO9rdR,latin,latin pop,0.887,0.771,7,-4.41,1,0.0953,0.777,0.0,0.0882,0.846,153.935,171468,25
1NkNSncDRaf3VSlNjQHTa8,Lento,Nio Garcia,47,59XhfJannwOnvRXiVevvno,Lento,2019-11-15,Flow Selecto,37i9dQZF1DX4OjfOteYnH8,rap,trap,0.8,0.556,8,-3.818,0,0.29,0.172,2.28e-05,0.112,0.81,188.044,214475,25
10Igtw8bSDyyFs7KIsKngZ,Freaky Friday (feat. Chris Brown),Lil Dicky,77,1XbNDGybI1iPfeQNJEeUdn,Freaky Friday (feat. Chris Brown),2018-03-15,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.755,0.599,8,-5.042,1,0.224,0.147,0.0,0.109,0.755,133.123,216632,25
1VYdx50j4dHw3fca2EpNNx,"Si Te Atreves - Canción Original De La Película ""Los Japón""",Juan Magán,50,7KaeMY7vw3MU7qBIVuAM1K,"Si Te Atreves (Canción Original De La Película ""Los Japón"")",2019-05-09,Latin Pop 2019,5wONX0lVyQE5XTxqjTUiUd,latin,latin pop,0.676,0.652,8,-4.364,1,0.11,0.285,0.0,0.107,0.867,179.761,164664,25
1YOzmgmkf24jBZLVOwdMMR,Kom Bij Mij,Hansie,49,55fniioBy8ElgUyIc57zNh,Kom Bij Mij,2018-05-25,🔥🦁 GOOD VIBES ONLY 🦁🔥 // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,0.495,0.722,1,-5.115,1,0.413,0.309,0.0,0.14,0.596,189.812,186642,25
09qIdioXLJPGXAM9zsy20v,Aprovecha (feat. Daddy Yankee),Nova y Jory,58,3EnaZ9NS7K6avHw6TfOUta,Mucha Calidad,2011-07-12,Reggaeton De Ayer,37i9dQZF1DWWU6Rfto8Ppm,latin,reggaeton,0.624,0.772,7,-4.687,0,0.165,0.178,0.0,0.11,0.589,172.014,222240,25
3TcHjpCQ1s2l5JErq5Goki,Vacilón,iZaak,42,1HG3pHstwnZOGOM7PbPL2m,Vacilón,2019-11-15,Flow Selecto,37i9dQZF1DX4OjfOteYnH8,latin,reggaeton,0.666,0.745,10,-4.892,0,0.0649,0.196,0.0,0.105,0.535,166.009,153253,25
5C0ivQMxes2lWuOANhvVAm,GIANTS,True Damage,77,1hK1lKNTYUM4wYRIY19CRO,GIANTS,2019-11-10,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.642,0.683,1,-5.386,1,0.262,0.0834,0.0,0.155,0.584,154.881,191720,25
4fj7e6Tc48Bmomwyz2Z2XC,Te Quemaste,Manuel Turizo,83,0CUMVFalkFhZM6Xo0ErxLi,ADN,2019-08-23,Trap 2020 🔥,37DFLy7lqF3qiR99Ss2ZGR,rap,trap,0.729,0.773,0,-2.486,1,0.131,0.611,0.00106,0.287,0.718,176.053,199091,25
1Qo0d8zRMFYfbfmjpBecwS,Cellophané,Rim'K,55,2l9Mji9qRvRY8JdX8MZMia,Fantôme,2017-03-03,Chixtape 5 - Tory Lanez,0UXwwVDipbBQeEX7h4YuKU,r&b,urban contemporary,0.764,0.672,0,-5.276,1,0.222,0.223,0.0,0.116,0.61,180.135,182138,25
0iXXKoihooHII2wB7CPb5I,24's,T.I.,0,3I16wXzIVlaeb8ulHTxCXd,Trap Muzik,2003-08-19,Dirty South Rap Classics by DJ HOTSAUCE,0tLHH1C4HkWEUCXXSSjbOe,rap,southern hip hop,0.739,0.725,6,-4.301,1,0.203,0.227,0.0,0.0991,0.582,162.06,282907,25
