track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
5iNRPN7oYQvdB9AmeSW6d3,Trap Queen,Fetty Wap,68,4DM34NuOlqu5S8PZAje4iF,Fetty Wap (Deluxe),2015-09-25,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,pop,electropop,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,222093,27
2Cd9iWfcOpGDHLz6tVA3G4,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],Shakira,77,3pzQF7YgU1f66pBayA8uHv,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),2010-05-07,Pop 2009-2011,3gV6KQYZKIuoWml0094vx6,latin,latin hip hop,0.766,0.873,11,-6.381,0,0.143,0.00627,0.0,0.0764,0.743,126.988,202627,27
7Izh7zLJGw1Nscd62Exxj4,Believer,Imagine Dragons,11,57lkUmA6WunanwJRN1RsGD,Evolve,2017-06-23,ElectroPop,0cuHKz65ZPqBX1brG8djlg,pop,electropop,0.762,0.787,10,-4.311,0,0.127,0.0537,0.0,0.126,0.691,125.067,204347,27
0RZXNlGPvfMo54fd6uCvAT,Knuck If You Buck (feat. Lil' Scrappy),Crime Mob,60,09stXr7AeoB1PsE3RpMpyU,Crime Mob (U.S. PA Version),2004-07-13,Hip-Hop Drive,37i9dQZF1DWUFmyho2wkQU,rap,hip hop,0.865,0.844,8,-4.946,1,0.311,0.0582,0.0,0.373,0.755,150.09,205120,27
0OuWBW2Q299zvZCdLUPlLx,Jolie Coquine,Caravan Palace,51,0AQU2cTRwdbTHkkJLmZZpG,Caravan Palace,2008-10-20,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.742,0.935,4,-5.792,0,0.373,0.00734,2.1e-06,0.125,0.588,125.034,225698,27
6DswnRwL3rihiXeTGYPZ2m,Make You Believe,Lucy Hale,0,05FEqcNVx11mFxN8Pf96WM,A Cinderella Story: Once Upon A Song - Original Motion Picture Soundtrack,2011-09-06,🤩🤪Post Teen Pop🤪🤩,6IT8LGpwLw3Pt2XnVUBN7j,pop,post-teen pop,0.732,0.837,8,-3.329,0,0.0615,0.0178,0.0,0.178,0.883,124.982,211667,27
0X5p2uVpPIbHIMzyH7ky3V,Not Your Birthday,Allstar Weekend,45,5PmLxN8ntFHNT08FBt2FHU,All the Way,2011-09-27,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.683,0.943,7,-3.408,1,0.11,0.00553,0.0,0.0752,0.776,129.015,205520,27
0qZ7oronoocHdFDKGBdgLQ,Sistema,Zion & Lennox,71,2l8XEiWT5hXwVii4AgvFHL,Sistema,2019-12-06,Flow Selecto,37i9dQZF1DX4OjfOteYnH8,rap,trap,0.744,0.835,2,-3.356,1,0.156,0.0434,0.0,0.0911,0.736,173.95,189880,27
2sKF6YGV5am5vI6eycPoQX,Ah Leke,Pitbull,38,4EUf4YyNjuXypWY6W5wEDm,Globalization,2014-11-21,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",3hR2R6szlkwZeGyclTgHcF,latin,latin hip hop,0.811,0.889,0,-3.966,1,0.169,0.0437,0.0,0.185,0.932,137.979,184360,27
2DAULesb1U4Qz4FSTZpEUJ,Por Fin Te Encontré,Cali Y El Dandee,70,6waZU5OJmLrEJqUvy4Zytm,Por Fin Te Encontré,2015-09-24,MIX LATIN POP°,6IS6XTdbS9qJZgfjNKgpB8,latin,latin pop,0.645,0.821,11,-3.679,1,0.213,0.0492,0.0,0.193,0.844,179.968,250837,27
0BenZn1xELuxhb7Pjwyjxv,Hooka,Don Omar,60,6mGDfbDErYIJsmSewvccWm,Meet The Orphans,2010-01-01,This Is: Don Omar,37i9dQZF1DWYBUdckfg1va,latin,reggaeton,0.73,0.863,1,-5.082,1,0.154,0.0373,0.0,0.491,0.818,170.014,237973,27
6dNaImQJF0Y1wrjMBy4KLz,Don't Answer (feat. Wiley),KAMILLE,45,6ILOUtAnpSunPwTuOCjIiQ,Don't Answer (feat. Wiley),2019-10-16,Global Top 50 | 2020 Hits,1KNl4AYfgZtOVm9KHkhPTF,latin,latin hip hop,0.701,0.789,6,-3.797,0,0.0748,0.00417,0.0,0.0783,0.62,143.032,163427,27
2l2ImRwdOn7mxuNn2zVeJH,Machete,EARTHGANG,32,203cWCBDEGSvULRH4ztNyL,Shallow Graves For Toys,2014-06-24,Urban/Trap - Contemporary RAP,5CK0fshHcik1vWyeCc0zat,r&b,urban contemporary,0.718,0.815,8,-6.037,1,0.131,0.0405,0.0,0.0858,0.76,140.018,299512,27
