track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
7g4xNJVKi5PELSSZ3FBwbl,World Record Dive,Lucas Coe,8,35sRaUnK9nmbnk0LeWNQNh,World Record Dive,2019-07-07,Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock,1VnvyBDqoV5TCZAnXYferL,rock,permanent wave,0.506,0.467,4,-10.847,1,0.0284,0.00829,0.00714,0.111,0.372,112.036,213420,73
6rO7Ljvkmj4ESCIcGEsVdT,Rabbit Hole,CamelPhat,68,0wbVjt576xO0PkrlKMhEq3,Rabbit Hole,2019-11-08,Deep Electronic Music 2020 & Progressive House,5CMvAWTlDPdZnkleiTHyyo,edm,progressive electro house,0.603,0.865,9,-6.913,1,0.034,0.00991,0.0227,0.203,0.287,123.987,189498,73
7ttVZD2510CE1pXJPJp0OQ,MILK,BROCKHAMPTON,54,67smHJOf5YlFwad6dAlppm,SATURATION,2017-06-09,Urban Contemporary,4425cRh83Uzor4qCRfM9lb,r&b,urban contemporary,0.594,0.454,5,-8.757,1,0.0473,0.0392,0.000954,0.32,0.28,75.012,295000,73
2g18NV13Q39dKqfu3yNF5X,Fantasy - Nora En Pure Remix,Sofi Tukker,11,5Ran83Ld1p4D34ERkUk3Kz,Fantasy (Nora En Pure Remix),2019-05-17,Deep Electronic Music 2020 & Progressive House,5CMvAWTlDPdZnkleiTHyyo,edm,progressive electro house,0.595,0.805,4,-5.941,0,0.0517,0.00676,0.000263,0.0494,0.18,123.997,249798,73
4nSrvWuCRK5yzY4K5iksAr,Play Nice,Pacific Air,19,2P4wXBq6Db5MiVgbhyxJte,Stop Talking (Spotify Exclusive),2013-01-01,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.608,0.725,8,-7.291,1,0.0279,0.0233,0.0474,0.0812,0.411,109.011,245053,73
2SibYBeKjhlW7gv5Aqx0Nm,We Found Love (feat. Ashibah) - Nora En Pure & Passenger 10 Remix Edit,Nora En Pure,44,4fsBKYjgxR8NR09sEio5Tt,We Found Love (feat. Ashibah) [Remixes],2019-02-22,Deep Electronic Music 2020 & Progressive House,5CMvAWTlDPdZnkleiTHyyo,edm,progressive electro house,0.62,0.866,6,-5.97,0,0.0353,0.00482,0.018,0.34,0.0772,121.963,242582,73
3eebg5U0X8EMw1Om4syYqY,Changes,Black Sabbath,35,1mDCh37cVQHLjD6e27Id4x,The Ultimate Collection,2016-10-28,Mega Rock Ballads: The Best Slow Rock Compilation Ever !,6LJtRKgDpzM8ZbbwC0jLhe,rock,album rock,0.289,0.238,0,-12.244,1,0.0326,0.0421,2.73e-05,0.109,0.187,81.264,282493,73
1rNyaI4WQlNHb4P2p3YIwg,Dull Days,Robbers,29,6Hd7wPTD3M3E1ZjlF4GZnV,Endless Perspectives,2019-04-02,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",3Ho3iO0iJykgEQNbjB2sic,rock,classic rock,0.557,0.641,11,-7.614,1,0.0324,0.00733,0.00964,0.113,0.425,111.962,237857,73
537yo062QIz16oQOgxmul3,Human,The Human League,42,5PHV7kFMuDYufMWOy68gNx,Crash,1986,80s Pop & Rock Hits and Album Tracks,0XOIK4m26aeYSD61E5nSVW,rock,album rock,0.625,0.572,8,-9.095,1,0.0251,0.049,0.00151,0.0939,0.36,101.355,265320,73
5SmYtofSMKeccnqWksS9vW,Stonecold,machineheart,44,12O6YEv4lMvvcqfCGEMJUm,Stonecold,2016-09-09,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,pop,indie poptimism,0.618,0.366,7,-6.725,1,0.0397,0.000238,0.0212,0.122,0.149,93.949,220237,73
