track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
7hURFZuy8vSBfvycsD3GD6,Run to the Money,D'african,16,70OnPDXfKOhOcfSEhJjR64,The Heartbreak Cure,2017-05-19,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.669,0.539,5,-6.332,0,0.0329,0.0163,0.00154,0.192,0.0834,125.035,138199,12
3IJCSQoLF4YzPAKaxq2JLb,Yoga,Janelle Monáe,55,5rzxGeVyCV74SvV5hjLRAU,Yoga,2015-03-31,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.74,0.546,7,-5.674,0,0.0498,0.0159,8.41e-05,0.209,0.375,130.028,217679,12
4w2iAP3X4FkpPb5kjRdIDx,On Hold,The xx,7,0xhcc6Lp1uTV4mokv50GXf,On Hold,2016-11-10,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,pop,indie poptimism,0.725,0.669,0,-6.582,1,0.0351,0.0571,0.159,0.107,0.338,125.046,224133,12
5AsopZw31JkTS0pIcTHwAc,I'm Your DJ,Miami Bass Tracks,14,6aGlPSBYUPAzZWGeLM442s,"Miami Bass Tracks, Vol. 2",2013-10-19,Minitruckin Playlist,0VVH2Nzj6kBVGK3WIUQMAw,rap,southern hip hop,0.793,0.607,2,-11.183,1,0.05,0.00133,0.554,0.376,0.302,130.016,317778,12
77150VeZyBgJ4tpkiXglQ8,Tomorrow Can Wait,David Guetta,26,2ox4UcntoWsFQL5RDPKFUF,Pop Life,2007-06-15,Electro/Progressive/Club House,1HtnPDj2V126xB9tJP786P,edm,progressive electro house,0.675,0.496,1,-7.306,0,0.0293,0.000123,0.000426,0.854,0.319,128.106,189880,12
73TU1voolT9RHWGLOHyM0J,Titanium (feat. Sia) - Alesso Remix,David Guetta,46,7tmMk6qGP9CmHOkJWEtsdU,Titanium (feat. Sia),2011-12-09,Mix ElectroPop//ElectroHouse// DeepHouse 2020,23swqzpOZwW1NhPiZ7iyFI,pop,electropop,0.696,0.652,0,-6.826,0,0.0461,0.00326,0.67,0.0894,0.13,125.981,403810,12
3HeUmi9lWcYKqjnx03yYCw,Mystica - Original Mix,Blasterjaxx,30,2qmihtU2XK0RlLLyEgpWtq,Mystica,2013,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,2oalsaFUockoPf1DU3wrL8,edm,big room,0.711,0.606,4,-7.552,0,0.0535,0.0541,0.837,0.0991,0.433,128.003,338440,12
1XR9TxhnaRRx9cgGoqf9En,Bang Bang,Neelix,56,3NivbOUNaPtjALbk2DNf0Y,Bang Bang,2019-09-27,Trance Party 2019 by FUTURE TRANCE,2yofeyPwe0ZNmJHTrGz2Qt,edm,big room,0.685,0.71,0,-7.818,1,0.0479,0.0095,0.653,0.336,0.341,140.011,230679,12
37S16UKtClsjKKl5BiqggZ,HITHER,Downlowd,33,074qs4FGNcv700ndWuaeJj,HITHER,2019-12-30,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.793,0.749,1,-6.948,1,0.0564,0.00219,0.845,0.0945,0.164,137.019,252263,12
0qF7Piw3F3mLJ1ni5Iw0bb,The Stars Are Mine,Chocolate Puma,47,43Q9OM8ntYzhia4mqNmXxM,The Stars Are Mine,2017-02-17,🔊BASSBOOSTED🔊⚡ELECTRO HOUSE⚡🔥EDM CAR MUSIC2018/2019🔥,4GSiiL8tcMgvoV7K1IADb8,edm,electro house,0.667,0.779,1,-5.918,1,0.0386,0.00102,0.0434,0.256,0.358,126.0,254286,12
