track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
00NAQYOP4AmWR549nnYJZu,Secrets,The Weeknd,71,2ODvWsOgouMbaA5xf0RkJe,Starboy,2016-11-25,Urban Contemporary,4Pbs84EQbuAblxlp6Chz0d,r&b,urban contemporary,0.665,0.771,0,-5.779,1,0.0533,0.0155,9.6e-06,0.46,0.764,109.945,265600,55
1ZhrREyOOeFV6TxDOyiPwu,Take The Money And Run,Steve Miller Band,67,0fjJOLqG3v7vXRYhz2wxPC,Fly Like An Eagle,1976-01-01,House Of The Rising Sun,1bMYfBHYBCRHY5LGkjlpSy,rock,album rock,0.564,0.645,0,-12.923,1,0.0484,0.0552,2.84e-06,0.151,0.836,99.302,170173,55
6gTWAUYQMAQV3Cw2t5kWrx,Right and a Wrong Way,Keith Sweat,49,1UwtBNOPmXRtdxPJAiNryN,Make It Last Forever,1987,The New (Jack Swing) Testament,4mciQwEuqaUMwIWKcDMFW0,r&b,new jack swing,0.646,0.409,0,-14.908,0,0.051,0.0122,0.0,0.179,0.63,119.723,317133,55
7eu8WlAizBndJ0aOpOyNka,You Make Me Feel Like Dancing - Remastered,Leo Sayer,44,5QVk6Q7MexmNGl5Uc1uAdV,The Show Must Go On: The Leo Sayer Anthology,1996,The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.,1S7BckuYIkEazeNKOSM0uA,r&b,urban contemporary,0.758,0.55,8,-11.776,0,0.0383,0.0716,1.4e-05,0.0889,0.833,95.686,173067,55
7aJ5Hx4GXT1pTTrPRkeKv9,Just Got Paid,Johnny Kemp,35,7fYivc6zLfAukJh5rgPLSz,Secrets of Flying (Expanded Edition),2015-06-19,New Jack Swing -late 80's & early 90's Hip Hop and R&B,30z5uGyqurJn0NtkZ9e8BT,r&b,new jack swing,0.786,0.745,11,-7.012,0,0.0381,0.0398,1.68e-06,0.779,0.946,114.951,331067,55
7LdKMBKthcdBnAqlAIGqCB,See A Little Light,Bob Mould,36,3VhSB8ozURez6qOSptLb15,Workbook,1989,The Sound of Permanent Wave,4EYSGTuqe9cVfSVpX4gtGv,rock,permanent wave,0.552,0.774,2,-9.106,1,0.0292,0.0168,0.0,0.0701,0.783,110.906,212067,55
3ja5IfR4SVatM0xP1Zv7NM,"This Is for the Lover In You (feat. LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels)",Babyface,13,3TY6UZMimDITkUqXaPV9gc,The Day,1996-10-29,"Back in the day - R&B, New Jack Swing, Swingbeat, RNB..etc.",3a9y4eeCJRmG9p4YKfqYIx,r&b,new jack swing,0.887,0.416,1,-7.346,1,0.0518,0.0295,1.06e-05,0.066,0.761,94.013,239733,55
7ACCDmXvdV7alpC7Cb0ush,Vermin,dolorifics,25,2yHJCvsX9VWb2DLPF4gUaM,Vermin,2019-11-15,Electro Pop | Electropop,2a5i2ZtEXGKwVGL16J8N0p,pop,electropop,0.682,0.753,9,-6.725,0,0.0287,5.81e-05,1.7e-06,0.194,0.929,120.038,197293,55
0fgZUSa7D7aVvv3GfO0A1n,Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,70,13QoXGJgs22WiDG1NWT00D,Sex Playlist,2014-12-02,The Sound of Urban Contemporary,07zF8MjQPsiYUXiAIGZ5TA,r&b,urban contemporary,0.733,0.676,10,-5.655,0,0.0432,0.0697,0.0,0.208,0.701,97.448,226581,55
2Bs4jQEGMycglOfWPBqrVG,Steal My Girl,One Direction,73,4gCNyS7pidfK3rKWhB3JOY,FOUR (Deluxe),2014-11-17,post teen pop,45AKTTGQEfYgAyidW5hucn,pop,post-teen pop,0.536,0.768,10,-5.948,0,0.0347,0.00433,0.0,0.114,0.545,77.217,228133,55
1hQFF33xi8ruavZNyovtUN,"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,70,7fbHVufa1ZvEWWpDppEXHU,Who Loves You,1975,The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.,1S7BckuYIkEazeNKOSM0uA,r&b,urban contemporary,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,197147,55
5C9SuiBZ0K8FYzypCT07JY,Too Close - Remastered,Next,4,5DyGKg106B5LCcjjbLzI3Z,New Jack Swing (The Ultimate Collection),2005-05-02,"Swingbeat (old skool), New Jack Swing, R&B, Hip Hop, Urban",3krpccUV68nBGAQbvHEZDC,r&b,new jack swing,0.831,0.436,7,-8.608,1,0.0566,0.0103,0.0,0.104,0.751,99.492,246600,55
3bWGaqVeYKMlLss40mPgNn,"Hello, I Love You",The Doors,62,0qZTwrunzX3LG45PvRghmh,Waiting for the Sun,1968-07-03,Classic Rock Greatest Hits,6TeyryiZ2UEf3CbLXyztFA,rock,classic rock,0.597,0.554,11,-14.144,0,0.0425,0.029,0.0,0.0766,0.963,117.835,133200,55
2wM7hjeO69ca2EjJMRyx8q,Binibini,Brownman Revival,1,6f0gWSWpcBJulZbvuHKisA,Hopia Mani Popcorn Vol. 2,2007-12-04,Pinoy Classic Rock,37i9dQZF1DWYDQ8wBxd7xt,rock,classic rock,0.636,0.518,7,-9.165,1,0.0428,0.0698,1.11e-05,0.0882,0.702,74.192,274627,55
3RykIiejIO6BEhxSSrXRhH,WTP,Teyana Taylor,54,0mwf6u9KVhZDCNVyIi6JuU,K.T.S.E.,2018-06-23,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,r&b,hip pop,0.909,0.52,2,-7.417,1,0.0606,0.0116,2.91e-06,0.0677,0.576,119.825,166850,55
1wa0Tm0MFcIpSdzILgQnmm,Wrap My Body Tight - Single Mix,Johnny Gill,15,57rGkDtF9ftHgyfvsGFx2i,Best Of Johnny Gill 20th Century Masters The Millennium Collection,2003-01-01,New Jack Swing/ R&B Hits: 1987 - 2002,4sji14lrB5bgcr51lPALYH,r&b,new jack swing,0.672,0.768,6,-7.78,0,0.0387,0.0616,7.62e-06,0.0504,0.785,101.451,224840,55
3vQQ6sNWRLfWXrnL04bIe0,I'm Ready,Tevin Campbell,38,1xhsYljQkbDeXaBljIc5Ce,Rhino Hi-Five: Tevin Campbell,2005-12-20,Ultimate Throwbacks Collection,1dsaMvnC1hXPCNGC4aVtjj,r&b,new jack swing,0.684,0.687,0,-6.393,1,0.0228,0.0631,1.29e-05,0.0601,0.752,91.201,286720,55
57x8qMZcFHx8WU07JFTUNG,I Love Rock N' Roll,Jane Ashton,25,3BfFVeskyI7PAzNvja2A8S,DISCO ROCK '80,2010-10-18,HARD ROCK CAFE,55ybnG2z8rpTIerRfnCsw6,rock,hard rock,0.838,0.303,4,-12.355,1,0.0368,0.081,0.0,0.0392,0.656,95.024,179722,55
