track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
3oyf4dalm17kzTE8LJDbgR,Lo Que Siento,Cuco,76,04rhYQT6GJgWQQuRE6FfEW,Lo Que Siento,2017-05-25,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,r&b,hip pop,0.326,0.685,10,-5.576,1,0.179,0.503,0.0,0.427,0.409,86.882,312000,16
26zcbVfaxpenVvQ3v0W5Pa,Lurkin' (feat. Tory Lanez),Chris Brown,60,1BfLzaTFI5qKsAAk0Ae6aV,Indigo,2019-06-28,VidaLoca - Latin / Raggaeton / Hip Hop ©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.474,0.66,5,-5.389,0,0.153,0.0903,0.0,0.302,0.261,84.777,169413,16
6diNIDVm0xuLUp2tYDkCoE,Molotov,AchtVier,27,6xl7vubljI7wjvBikJh0mB,Molotov,2015-09-25,Gangster Rap Deutsch,1qXg9ck25tBRxeXsj8mbDG,rap,gangster rap,0.493,0.822,10,-5.078,0,0.336,0.109,0.0,0.178,0.329,86.341,177067,16
7dOeiXeTSfA1ixaYmQcWu7,Rich Love (with Seeb),OneRepublic,69,0fLgNovzjpxE13hCIWa0sL,Rich Love,2017-07-14,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.401,0.872,1,-3.641,0,0.314,0.167,0.0,0.362,0.472,104.592,201257,16
5Fla3zyOCcIRqrDoKLU0DP,Let You Love Me,Rita Ora,72,6Vn8F3hERVHYYz5RfKmsAN,Phoenix (Deluxe Edition),2018-11-23,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.475,0.846,10,-3.344,1,0.283,0.275,0.0,0.0824,0.451,96.036,191120,16
1hsPZY6oWcPfFPqDEQmMaW,Waves,Luna Shadows,45,7hJY1jsirrw4LpfUZFY2ek,Waves,2019-07-29,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,pop,indie poptimism,0.564,0.826,8,-5.534,0,0.0707,0.176,4.21e-06,0.169,0.417,121.984,218361,16
4Ag89Y7qSUrpxcgRtSzSam,D(R)Own,Ghostemane,58,4pzCKSWYNM2yUWrNvycC6e,Hexada,2017-09-05,< DARK TRAP >,19WuHd4MxWLzE1fpMmw4S4,rap,gangster rap,0.617,0.541,6,-4.113,1,0.78,0.125,0.0,0.369,0.43,79.998,107999,16
2qHk6Nz5glNQrjW8Rhd5kv,Waves (feat. 6LACK),Normani,67,0vwWltI5IYadfWBU1A1gou,Waves (feat. 6LACK),2018-11-15,PROJECT: Contemporary,6HaCi9bqaiuSZEDfCEmwyo,r&b,urban contemporary,0.578,0.588,0,-4.92,0,0.255,0.415,0.0,0.114,0.3,79.174,215671,16
6j8k5yjxYXg5zxDOPoii5K,When You Praise,Fred Hammond,33,2mI4JRPhTGEZXw3g6dBCtA,Purpose By Design,2000-04-18,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.499,0.685,5,-4.499,1,0.0613,0.522,0.0,0.564,0.422,112.854,378187,16
0LtKw37CYqXqsRF9pyDGGx,Thing For You - David Guetta Remix,David Guetta,62,6gx82bA4SOtNQsuPzaEUeU,Thing For You (David Guetta Remix),2019-08-30,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,electro house,0.44,0.867,2,-4.402,1,0.061,0.552,9.45e-06,0.115,0.452,123.43,203226,16
1jGUG234vAsG4eMKZGMg6T,До небес,Andery Toronto,25,5F24hYahdlvAY10IZW4YD1,Немодный звук,2019-06-14,Russian Gangster Rap,0u0qLLE8MZc679RZWCk1TT,rap,gangster rap,0.55,0.758,9,-4.762,0,0.289,0.193,0.0,0.0721,0.443,84.592,172694,16
1O0JFJ4RCWcKM4DjB7h3Dy,Raw,Rippa da Kid,1,6FjchKMXY912R25UXEGNZ5,Built for This,2017-03-23,Someone You Loved Lewis Capaldi (Pop Music Mix),6IErGHjBfhey8URq0mFnPi,pop,post-teen pop,0.54,0.877,1,-4.263,0,0.18,0.271,0.0,0.161,0.45,103.073,202633,16
7uYIX9O9DY6l1D3HiwHR1J,Freaking Me Out,Ava Max,76,6C9mRkY2IYqnebz1dk40Qs,Freaking Me Out,2019-07-31,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.429,0.553,1,-4.838,0,0.0669,0.458,0.0,0.0766,0.382,97.954,192456,16
5PiRqego6KQfP0Y1PgdsWp,Wouldn't Be Surprised,Oddisee,22,48nXg8R2dOVpx4x0cPxqIN,Alwasta,2016-03-24,Smooth Hip Hop,7ozFIvz1bE1HPgQTUl5qfT,r&b,hip pop,0.453,0.754,7,-5.173,0,0.274,0.539,0.0,0.514,0.363,79.997,122975,16
4QVS8YCpK71R4FsxSMCjhP,Tie Me Down (with Elley Duhé),Gryffin,70,69t8rpgBN1ov5kCU6LDMuR,Tie Me Down (with Elley Duhé),2018-08-03,Pop EDM,5EgzhnSirHRvu1AqlFLllv,edm,pop edm,0.548,0.839,6,-2.371,1,0.0644,0.135,0.0,0.102,0.314,98.932,218296,16
7jn2nokiUvPr350Sds0xjo,Scientology,Rick Ross,41,08XXyTmAv1vNghZS4p0ng2,Rather You Than Me,2017-03-17,Contemporary Hip Hop,68y3WoFJMMKDHUIpqCnoM3,rap,southern hip hop,0.451,0.836,1,-1.995,1,0.0649,0.188,0.0,0.883,0.437,81.988,155920,16
5IJvdH1wDlJtMhG0hXRhWq,Julius Cesar,Haftbefehl,45,6rlTr9viga1tsVrOmMniQA,Julius Cesar,2014-01-01,Gangster Rap Deutsch,1qXg9ck25tBRxeXsj8mbDG,rap,gangster rap,0.611,0.742,2,-4.398,1,0.478,0.356,0.0,0.664,0.298,83.097,217290,16
56jG6y5DJmxo67X4qvWTDD,goldfinger - Frank Walker Remix,laye,32,0rBmREsAM35OtiWmXZZMhK,goldfinger (Frank Walker Remix),2018-07-27,Dancefloor Beats,6mMk6QCzEgT3QGaCV1R4S5,edm,big room,0.597,0.674,11,-5.456,0,0.0712,0.0855,2.52e-06,0.167,0.445,94.035,217021,16
6b2RcmUt1g9N9mQ3CbjX2Y,How Do You Sleep?,Sam Smith,91,7baaCf70tVcUBL2bbkuXjo,How Do You Sleep?,2019-07-19,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567,202205,16
06ILvvMXRF1iDNcmrdhSZb,Lose Your Soul,Jelly Roll,30,2Y0q8RgRdv3zyX3mndNSPK,Sobriety Sucks,2016-05-13,Southern soul & hip hop,4xJULuV0P5PLcMe3xP8Pgj,rap,southern hip hop,0.616,0.849,11,-5.058,0,0.0995,0.451,0.0,0.111,0.468,85.106,289509,16
0LtKw37CYqXqsRF9pyDGGx,Thing For You - David Guetta Remix,David Guetta,62,6gx82bA4SOtNQsuPzaEUeU,Thing For You (David Guetta Remix),2019-08-30,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,pop edm,0.44,0.867,2,-4.402,1,0.061,0.552,9.45e-06,0.115,0.452,123.43,203226,16
6X4cn36DnNt8G1Vh3syAFm,Preta,Orgânico,55,1ttYFad6cwNgxtz6Wxci4g,Preta,2019-10-01,Brisa Pop,37i9dQZF1DX2vsux22VuNL,r&b,hip pop,0.563,0.692,2,-3.294,0,0.0981,0.357,0.0,0.126,0.476,123.065,260244,16
