track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
60RpCIrhpFyxXE8foFsFaL,Auf einmal sind alle korrekt (feat. Bonez MC),18 Karat,48,1I8rq135v4Lh1uHK9NJaE9,Geld Gold Gras (Deluxe Edition),2018-03-09,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.82,0.782,10,-5.469,0,0.326,0.0315,0.0,0.118,0.608,144.962,198853,22
3OkORslI7AcejLNnMVM92o,Put You On The Game,The Game,2,0d0QL1mV66wpb9cBvCSF0G,The Documentary,2005,Gangster Rap | 100 % Gangster,2e0d7otcM1oyecfi3zZPWk,rap,gangster rap,0.503,0.735,7,-4.182,1,0.333,0.0197,0.0,0.102,0.694,175.972,254133,22
7yws3pF3FFguwT2Psi6c15,Do You Remember,Jay Sean,67,3v0AeWgJPrdPPZGt1tS2s0,All Or Nothing,2009-01-01,Pop 2009-2011,3gV6KQYZKIuoWml0094vx6,latin,latin hip hop,0.855,0.668,11,-4.892,1,0.0644,0.0242,0.0,0.102,0.803,125.846,210307,22
02M6vucOvmRfMxTXDUwRXu,7/11,Beyoncé,71,2UJwKSBUz6rtW4QLK74kQu,BEYONCÉ [Platinum Edition],2014-11-24,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,r&b,hip pop,0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136.024,213507,22
7tN0ceaX3JAz6aVtyXn9mn,Chills,Why Don't We,77,73MA39KSFI537siPGXAb8q,Chills,2019-12-30,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,edm,pop edm,0.615,0.689,1,-5.332,1,0.0658,0.00483,0.0,0.177,0.783,162.919,165597,22
3xNpMrm8by097v1EzioexV,Hello Hello,Church & AP,41,022bcs9M1gbI4143EDXwRN,Hello Hello,2019-10-25,A1 Hip-Hop,37i9dQZF1DX0sDai2F5jCQ,rap,hip hop,0.626,0.726,1,-3.944,1,0.129,0.00337,3.79e-06,0.231,0.702,180.129,162667,22
2VLU6LTuUA621cS87wVG7C,Justin Bieber,Oki,57,1g8kCLbEv6msfaKyWer87f,Justin Bieber,2019-12-27,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.853,0.671,9,-5.281,0,0.107,0.0722,0.0,0.165,0.758,127.83,200413,22
3tOmzBrWaHg97FKgsqhhEd,Destino,Greeicy,71,0LsrFGpgheAaTYsBvrApav,Destino,2019-03-15,Latest Latin American Hits 2020,51LvliKED7oZNJR8XCiPip,latin,latin hip hop,0.708,0.761,0,-3.02,1,0.093,0.0105,8.51e-06,0.0462,0.71,188.124,180480,22
7zKZwfo5J4KA2vBpQHfQWp,Heart Of A Hustler,Fat Pat,0,2rzVFboUmXKVqSr0WDHmGR,Greatest Hits,2001,3rd Coast Classics,1QJ66s6YBZgxMUaVUyrhbo,rap,southern hip hop,0.735,0.652,0,-5.257,1,0.274,0.0266,0.0,0.169,0.684,168.403,326267,22
17husT8tMWaBHcQqUpYDZQ,Make It Rain,Fat Joe,54,1oKyD6WG5ngzPUNA5Ik9G1,"Me, Myself & I",2006-11-14,Southern Hip Hop,57sYMLFXGD4ZqizzcMD7lz,rap,southern hip hop,0.744,0.697,11,-5.063,0,0.197,0.0106,0.0,0.0842,0.767,149.28,247413,22
6Erpt1x0P0ANKKdZZdfAd8,Sunday Morning,Mary Mary,33,20bME4IGNpUBm1Rk3TzuP9,Go Get It,2000,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.8,0.697,1,-4.17,1,0.177,0.00273,0.0,0.106,0.818,149.026,186693,22
5jKeeam03JIlhGCLGw9IFa,Ghetto Life,Master P,21,0BVvg6EVfwto3LmLbhEAnM,MP Da Last Don,1998-01-01,90s-2000s Southern Hip Hop / Crunk,5wsWBmQgDtKa8CEg7wTEMi,rap,southern hip hop,0.774,0.64,3,-5.336,0,0.347,0.046,0.0,0.191,0.543,139.988,294533,22
7xkQdy0cy5ymoWT7nedvLz,Whatcha Say,Jason Derulo,71,0DEsmIQ5ir7tz52Nkf4i1K,Jason Derulo (International),2010-02-26,Pop 2009-2011,3gV6KQYZKIuoWml0094vx6,latin,latin hip hop,0.615,0.711,11,-5.507,1,0.0779,0.0444,0.0,0.145,0.711,144.036,221253,22
1Hd2XLitkt1PYCWSbfF5qV,Wish Wish (feat. Cardi B & 21 Savage),DJ Khaled,73,1YgX8BWKleDlDeCOFklRfz,Father Of Asahd,2019-05-17,Trap Americana,7tkgK1tm9hYkWp7EFyOcAr,rap,trap,0.861,0.666,8,-5.18,0,0.343,0.00218,0.0,0.272,0.853,145.041,202625,22
59K1LiDT4btNGyOekA1ghR,Pony,Julian Perretta,45,1tgwfza8QdjrPGoLgzpIfV,Pony,2019-05-17,Contemporary Urban,6wyJ4bsjZaUKa9f6GeZlAO,r&b,urban contemporary,0.609,0.743,1,-3.669,1,0.116,0.0234,0.0,0.11,0.58,143.956,196707,22
5PfTI3zrQbZEWcQdycMqJM,"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",Young Thug,57,4RTL2dk2qeQL5Udhatt73n,"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",2017-03-23,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.631,0.732,1,-4.706,1,0.203,0.0304,0.0,0.261,0.549,151.779,231659,22
6u7jPi22kF8CTQ3rb9DHE7,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,40,38kpkGLuPr1nNfD3iEyOlJ,Old Town Road,2019-04-05,Global Top 50 | 2020 Hits,1KNl4AYfgZtOVm9KHkhPTF,latin,latin hip hop,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,157067,22
5p3Haatqbfaz8GSNMTkEHR,L'amour ne suffit pas,Singuila,50,4bOqxR34Ims6ta3zRrS6IQ,L'amour ne suffit pas,2019-10-11,Global X,37i9dQZF1DWUxHPh2rEiHr,latin,latin pop,0.613,0.689,11,-4.217,0,0.24,0.0452,0.0,0.153,0.573,199.984,244800,22
5xTtaWoae3wi06K5WfVUUH,Shake It Off,Taylor Swift,68,2QJmrSgbdM35R67eoGQo4j,1989,2014-10-27,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.648,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.02,219200,22
6bc5RKT0IZyUnyfOaH4eNl,My Life (feat. YK Osiris),Jae Mansa,47,1dyi1bPs5chwVzIRFht5Bq,My Life (feat. YK Osiris),2019-11-22,Gangsta Rap/90's Hip-Hop,39IFMVQdRNdb7kVfyTvHjM,rap,gangster rap,0.702,0.742,11,-5.397,0,0.119,0.0286,0.0,0.33,0.808,155.055,215226,22
