track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
5O0N3ZAdaxGaM89UlkGQPB,Move - Showtek Radio Edit,twoloud,35,20USeGaIBDh4EuMao3LXKo,Move (Showtek Edit),2015-05-04,BIG-ROOM NEVER DIES !,4QtO2XySphMOJt7pX0yaVi,edm,big room,0.568,0.914,5,-3.655,0,0.0529,0.00297,0.000102,0.223,0.479,128.078,190603,96
0zG6VemmYlMhAK5MNvBeP7,No Sleep,Bougenvilla,0,6k2LCRFumiFy6OlIGzLtOx,No Sleep,2017-04-03,🔊BASSBOOSTED🔊⚡ELECTRO HOUSE⚡🔥EDM CAR MUSIC2018/2019🔥,4GSiiL8tcMgvoV7K1IADb8,edm,electro house,0.627,0.953,9,-3.586,0,0.0401,0.0163,0.143,0.307,0.199,127.973,209664,96
1CuBioSnK1CMLeKDmNpoix,Rasputin - Radio Edit,Hard Rock Sofa,0,4AVZ53s6eDK8dn00x4gaNE,House Summerlove 2013,2013-05-31,Fitness Workout Electro | House | Dance | Progressive House,6KnQDwp0syvhfHOR4lWP7x,edm,progressive electro house,0.531,0.973,5,-1.87,1,0.0399,0.0346,0.709,0.203,0.13,127.98,170507,96
0mJDqliT6vmi7i9kRoSAZ3,We Won't Go Home,The Colourist,29,3ggtCueWcJ0Pr5tCVXgCf4,Lido,2013-01-01,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.52,0.926,6,-4.389,0,0.0381,0.00294,0.00248,0.245,0.721,139.963,192320,96
1DxEbPu9z1SVGh7dXMuzS9,Superstar,Said the Sky,52,1aMtc9GO9PE3bqFd0pu4C4,Wide-Eyed,2018-07-20,Pop EDM,5EgzhnSirHRvu1AqlFLllv,edm,pop edm,0.617,0.721,5,-5.568,1,0.0375,0.0712,6.61e-05,0.0867,0.422,134.974,206222,96
4UADR6fNQfx4fxkiRQvSy2,Pristine,Snail Mail,60,2e48GqjEwCi87gQJanb1bf,Lush,2018-06-08,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.483,0.695,0,-5.493,1,0.0313,0.00461,0.000661,0.102,0.294,126.212,295333,96
1toz8k7rYIw4FS5jOSXxYH,Helicopter - Video Edit,Martin Garrix,2,6PzXquldNYOf5zFoPO3ZsI,Helicopter,2014-03-10,Fitness Workout Electro | House | Dance | Progressive House,6KnQDwp0syvhfHOR4lWP7x,edm,electro house,0.584,0.96,7,-4.492,0,0.0379,0.0104,0.516,0.175,0.165,128.003,206450,96
5ZLCyAR6Ti5ueOiPGl41XH,Sleep Alone,Two Door Cinema Club,55,7mxF1FNLd12k1e5MpkMdKg,Beacon,2012-08-31,permanent wave,3uFyGoayrP71xS6T6Y8Bh2,rock,permanent wave,0.53,0.751,0,-5.165,1,0.0432,0.000103,0.00175,0.0926,0.522,148.063,236440,96
2ybM8JeSucvZwWUphBc7AX,Army of One,Message from Sylvia,30,6z0rowrvDcTZBJZ0HWxeNc,Message from Sylvia,2017-04-07,Hard Rock Workout,5nOO372uzpOM5rB2bRWfkp,rock,hard rock,0.397,0.896,9,-5.356,1,0.0453,7.52e-05,0.000229,0.0855,0.276,194.968,203999,96
4iD4xA4EtVhuaHZC7K5Z08,Secrets - Diplo Remix,Tiësto,0,6TQci1Jzevg7NWNLgIyGy3,Secrets (Diplo Remix),2015-07-10,Trap Nation 🔊,5aPwKjwNHr6dnCejLcPTVx,rap,trap,0.61,0.896,11,-3.414,0,0.0469,0.00847,0.726,0.322,0.618,145.974,205685,96
6REiraH7Pe3akd0mkFA4l9,Something from Nothing,Foo Fighters,59,2qwN15acAl3sm3Idce5vK9,Sonic Highways,2014-11-09,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0.228,0.856,2,-5.296,1,0.0541,0.000124,5.66e-05,0.285,0.427,186.969,288453,96
19ElL1YUfU0YGw6eh8mS1F,Move - Showtek Radio Edit,twoloud,0,4ObweC1u9LiL8iqDzzE3Ix,Move (Showtek Edit),2015-05-04,Big Room House | Festival Bangers,5Bx5niVgi3qGQQw06C0RKq,edm,big room,0.568,0.914,5,-3.655,0,0.0529,0.00297,0.000102,0.223,0.479,128.078,190603,96
1toz8k7rYIw4FS5jOSXxYH,Helicopter - Video Edit,Martin Garrix,2,6PzXquldNYOf5zFoPO3ZsI,Helicopter,2014-03-10,Fitness Workout Electro | House | Dance | Progressive House,6KnQDwp0syvhfHOR4lWP7x,edm,progressive electro house,0.584,0.96,7,-4.492,0,0.0379,0.0104,0.516,0.175,0.165,128.003,206450,96
2KlZexJjJPuNWcN5uAG1GU,Gold (feat. Yuna),Adventure Club,1,2DVyzKYzqlQo4uTJLVtvBt,Calling All Heroes - EP,2013-10-22,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.479,0.675,9,-4.893,0,0.0413,0.0319,0.00536,0.128,0.189,145.022,257045,96
736yu2jFYlDQne9qmRmKEL,Danger Zone,JETFIRE,30,2ry9mrAgvhN1hX3p7H9KPk,Danger Zone,2019-05-03,Epic Bass Drops | Best House Mixes,4IS7o1utOzhimFEFnj9gmu,edm,progressive electro house,0.621,0.925,2,-2.933,1,0.0434,0.0238,0.000178,0.313,0.0387,127.995,187739,96
0Vc3nfRMdvY5iX6AHVWSMN,It's All on U - T-Mass & LZRD Remix,ILLENIUM,61,2R7PeUrbSseLkirdasHPqg,Ashes (Remixes),2016-12-16,Pop EDM,5EgzhnSirHRvu1AqlFLllv,edm,pop edm,0.536,0.782,7,-4.139,0,0.0485,0.039,3.64e-05,0.0691,0.405,154.93,204778,96
6GNIcpcbeWxSH1TJgmGDl7,Tremor (Sensation 2014 Anthem) - Radio Edit,Dimitri Vegas & Like Mike,0,65Qz6GlGuY2iXqm9d8j0XM,Tremor (Sensation 2014 Anthem),2014-05-05,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,2oalsaFUockoPf1DU3wrL8,edm,big room,0.615,0.919,11,-4.999,1,0.0367,0.00201,0.687,0.196,0.225,127.991,193140,96
7aFfriQJAyHK6eC09YMQBK,Get Out,CHVRCHES,55,7EchhykwUf4ACDDABEDa7o,Love Is Dead,2018-05-25,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.487,0.82,0,-5.427,0,0.0309,0.00109,0.0428,0.224,0.211,162.034,231360,96
0BJTbkmrB2Y4E9M8qVzbYZ,Feel It All Around,Washed Out,4,2dctdID2E6GikiwyXvvtQL,Life Of Leisure,2010-03-01,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.34,0.737,8,-4.681,1,0.0582,0.000105,0.762,0.0699,0.499,172.022,192080,96
58XL4UmErguprvN7oJQM03,Sinulog Anthem - Original Mix,Jenil,36,6OZnuiAStjvibfZxsczaMN,Sinulog Anthem,2017-01-15,SINULOG Festival 2020,0COM4nZqdXC3sMjVdcaU7V,edm,big room,0.573,0.92,10,-3.925,0,0.0367,0.000226,0.914,0.065,0.545,128.015,240011,96
2EEinN4Zk8MUv4OQuLsTBj,Age of Consent - 2015 Remaster,New Order,65,6NTrwu1XJ56jBPx7HMksbZ,Power Corruption and Lies,1983-05-02,permanent wave,7rPsfDTqiZYIT4PVzQ4c0c,rock,permanent wave,0.372,0.91,2,-5.559,1,0.0392,0.00101,0.0944,0.13,0.756,161.964,315333,96
